,index,species,species__ontology_label,library_preparation_protocol,library_preparation_protocol__ontology_label,cellID,organ,organ__ontology_label,vaccination,vaccination__ontology_label,sex,is_living,sample_type,biosample_id,end_bias,cell_type,cell_type__ontology_label,disease,disease__ontology_label,donor_id,Stimulated,VaccineRoute,VaccineRouteUnique,VaccineRouteUniqueGroup,sequencing_instrument_manufacturer_model,sequencing_instrument_manufacturer_model__ontology_label,paired_ends,read_length,vaccination_route,vaccination__time_since,vaccination__time_since__unit,vaccination__time_since__unit_label,vaccination__dosage,X_13,Y_13,X_25,Y_25,sampleid
52,Week13_DF16_3627,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_3627,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.96975616,11.27349876,,,DDF16_WK13_STIMNO
53,Week13_DF16_1409,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_1409,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,6.18502113,11.5708415,,,DDF16_WK13_STIMNO
54,Week13_DF16_2083,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2083,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,6.074059094,11.5778251,,,DDF16_WK13_STIMNO
55,Week13_DF16_2368,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2368,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.693845639,11.3953421,,,DDF16_WK13_STIMNO
56,Week13_DF16_2766,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2766,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.841008804,11.25801635,,,DDF16_WK13_STIMNO
57,Week13_DF16_4464,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_4464,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.728456541,11.35197078,,,DDF16_WK13_STIMNO
58,Week13_DF16_1537,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_1537,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,6.168665811,11.63800204,,,DDF16_WK13_STIMNO
59,Week13_DF16_3226,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_3226,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.657558205,11.24262414,,,DDF16_WK13_STIMNO
60,Week13_DF16_2862,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2862,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.769448495,11.31942365,,,DDF16_WK13_STIMNO
61,Week13_DF16_2049,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2049,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.923958502,11.46261848,,,DDF16_WK13_STIMNO
62,Week13_DF16_2738,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2738,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.894929261,11.20697546,,,DDF16_WK13_STIMNO
63,Week13_DF16_3822,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_3822,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.674257034,11.18936093,,,DDF16_WK13_STIMNO
64,Week13_DF16_2786,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2786,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,6.130957887,11.53446198,,,DDF16_WK13_STIMNO
65,Week13_DF16_2533,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16_2533,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,6.134839552,11.6069401,,,DDF16_WK13_STIMNO
66,Week13_DF16.stim_414,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_414,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-8.4795929,5.296628253,,,DDF16_WK13_STIMYES
67,Week13_DF16.stim_771,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_771,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-6.279161442,8.943553489,,,DDF16_WK13_STIMYES
68,Week13_DF16.stim_1275,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1275,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-4.564681724,8.914053245,,,DDF16_WK13_STIMYES
69,Week13_DF16.stim_927,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_927,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,9.964956166,6.837219354,,,DDF16_WK13_STIMYES
70,Week13_DF16.stim_1692,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1692,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-2.098584489,-1.882429505,,,DDF16_WK13_STIMYES
71,Week13_DF16.stim_1840,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1840,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,0.32453449,-2.051285635,,,DDF16_WK13_STIMYES
72,Week13_DF16.stim_1663,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1663,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-0.439317485,-1.872710432,,,DDF16_WK13_STIMYES
73,Week13_DF16.stim_1686,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1686,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,2.051382457,2.871481933,,,DDF16_WK13_STIMYES
74,Week13_DF16.stim_2008,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_2008,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,0.75076989,-2.019726313,,,DDF16_WK13_STIMYES
75,Week13_DF16.stim_1477,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1477,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.868379846,-2.098599897,,,DDF16_WK13_STIMYES
76,Week13_DF16.stim_1841,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1841,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,0.116613606,-1.94120256,,,DDF16_WK13_STIMYES
77,Week13_DF16.stim_1252,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1252,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-0.014505084,-2.014453217,,,DDF16_WK13_STIMYES
78,Week13_DF16.stim_707,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_707,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-3.744630677,-2.456172061,,,DDF16_WK13_STIMYES
79,Week13_DF16.stim_1201,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1201,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.727167409,-2.120499897,,,DDF16_WK13_STIMYES
80,Week13_DF16.stim_1708,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1708,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-0.314209307,-1.876547996,,,DDF16_WK13_STIMYES
81,Week13_DF16.stim_613,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_613,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.385048018,-2.183347577,,,DDF16_WK13_STIMYES
82,Week13_DF16.stim_1542,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1542,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.844511696,-2.112312897,,,DDF16_WK13_STIMYES
83,Week13_DF16.stim_1047,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1047,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-2.25553117,-2.350674797,,,DDF16_WK13_STIMYES
84,Week13_DF16.stim_165,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_165,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-2.905378091,-2.445601612,,,DDF16_WK13_STIMYES
85,Week13_DF16.stim_2079,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_2079,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,3.143775564,-7.220732016,,,DDF16_WK13_STIMYES
86,Week13_DF16.stim_2021,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_2021,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,1.237264991,-6.514560639,,,DDF16_WK13_STIMYES
87,Week13_DF16.stim_1378,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1378,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,1.928427211,4.867324637,,,DDF16_WK13_STIMYES
88,Week13_DF16.stim_723,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_723,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.424995447,-8.279576326,,,DDF16_WK13_STIMYES
89,Week13_DF16.stim_1754,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1754,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,0.306988503,-5.484292204,,,DDF16_WK13_STIMYES
90,Week13_DF16.stim_106,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_106,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,-1.782817782,-9.01706558,,,DDF16_WK13_STIMYES
91,Week13_DF16.stim_846,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_846,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,8.277765328,-1.345031025,,,DDF16_WK13_STIMYES
92,Week13_DF16.stim_890,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_890,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,8.652046135,-0.5172378,,,DDF16_WK13_STIMYES
93,Week13_DF16.stim_1104,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1104,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.701134398,10.91459676,,,DDF16_WK13_STIMYES
94,Week13_DF16.stim_1312,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1312,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.579386837,10.59392851,,,DDF16_WK13_STIMYES
95,Week13_DF16.stim_1361,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1361,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.690376854,10.69353289,,,DDF16_WK13_STIMYES
96,Week13_DF16.stim_848,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_848,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.757564674,10.78676937,,,DDF16_WK13_STIMYES
97,Week13_DF16.stim_2098,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_2098,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.415579837,10.27428184,,,DDF16_WK13_STIMYES
98,Week13_DF16.stim_957,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_957,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.764105826,10.65170304,,,DDF16_WK13_STIMYES
99,Week13_DF16.stim_1182,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1182,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.607900089,10.58189966,,,DDF16_WK13_STIMYES
100,Week13_DF16.stim_1248,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1248,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.419654472,10.33972612,,,DDF16_WK13_STIMYES
101,Week13_DF16.stim_1487,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1487,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.560335214,10.53098228,,,DDF16_WK13_STIMYES
102,Week13_DF16.stim_1401,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1401,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.497722135,10.61658707,,,DDF16_WK13_STIMYES
103,Week13_DF16.stim_1291,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF16.stim_1291,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week13YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,13,UO_0000034,week,Low,5.673162046,10.7008429,,,DDF16_WK13_STIMYES
